video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,country,trending_date_std,publish_time_std,trending_date_std_iter,publish_time_std_iter,delta_tendencia,dias_hasta_tendencia,horas_hasta_tendencia,categoria_velocidad
DkeiKbqa02g,18.02.06,"Calvin Harris, Dua Lipa - One Kiss (Official Video)",CalvinHarrisVEVO,10,2018-05-02T23:01:00.000Z,"calvin harris|""calvin harris one kiss""|""calvin harris dua lipa""|""calvin harris dua lipa one kiss""|""one kiss""|""calvin harris dua lipa one kiss graham norton""|""calvin harris radio 1""|""calvin harris dua lipa one kiss live""|""dua lipa one kiss live""|""calvin harris dua lipa one kiss lyrics""|""calvin harris one kiss lyrics""|""calvin harris one kiss live""|""calvin harris feels""|""calvin harris summer""|""calvin harris nuh ready""|""calvin harris slide""|""calvin""|""harris""|""you""",99282704,1003879,46089,30620,https://i.ytimg.com/vi/DkeiKbqa02g/default.jpg,False,False,False,Calvin Harris & Dua Lipa – One Kiss (Official Video)Listen/download here: http://smarturl.it/One-Kiss Follow Calvin Harris Radio (playlist): http://smarturl.it/CalvinHarrisRadioSubscribe to Calvin's channel: http://smarturl.it/CHVevo?IQid=YT -------------- Follow Calvin online:  http://calvinharris.comSnapchat: http://smarturl.it/CHSnapchat?IQid=YTInstagram: http://smarturl.it/CHInstagram?IQid=YT        Facebook: http://smarturl.it/CHFacebook?IQid=YT    Twitter: http://smarturl.it/CHTwitter?IQid=YT     Spotify: http://smarturl.it/CHSptfy?IQid=YTSubscribe here: https://goo.gl/EVtTwdFollow Dua online:  http://dualipa.com Snapchat: https://www.snapchat.com/add/dualipaInstagram: https://www.instagram.com/dualipa Facebook: https://www.facebook.com/dualipaofficial Twitter: https://twitter.com/DUALIPA    Spotify: https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46weYouTube: https://www.youtube.com/user/DuaLipa1,GB,2018-06-02,2018-05-02 23:01:00,2018-06-02,2018-05-02 23:01:00,30 days 00:59:00,30,720.9833333333333,moderado
i0p1bmr0EmE,18.14.05,TWICE What is Love? M/V,jypentertainment,10,2018-04-09T08:59:51.000Z,"TWICE What is Love|""TWICE What is Love?""|""TWICE 왓이즈러브""|""트와이스 왓이즈러브""|""트와이스 What is Love""|""What is Love?""|""What is Love""|""왓이즈러브""|""웟이즈러브""|""What's Love""|""왓츠러브""|""TWICE What's Love""|""트와이스 What's Love""|""트와이스 왓츠러브""|""TWICE""|""트와이스""|""What is Love M/V""|""What is Love MV""|""What is Love Music Video""|""What is Love 뮤비""|""What is Love 뮤직비디오""|""TWICE M/V""|""TWICE MV""|""TWICE Music Video""|""TWICE 뮤비""|""TWICE 뮤직비디오""|""트와이스 M/V""|""트와이스 MV""|""트와이스 Music Video""|""트와이스 뮤비""|""트와이스 뮤직비디오""|""박진영""|""JYP""|""트와이스 남장""|""트와이스 영화 패러디""",98250935,1461215,133068,274087,https://i.ytimg.com/vi/i0p1bmr0EmE/default.jpg,False,False,False,TWICE(트와이스) What is Love? M/VSpotify https://goo.gl/jVLYYYiTunes & Apple Music https://goo.gl/DKyKZfGoogle Music https://goo.gl/DxAtPdTWICE Official YouTube: http://www.youtube.com/c/TWICEonAirTWICE Official Facebook: http://www.facebook.com/JYPETWICETWICE Official Twitter: http://www.twitter.com/JYPETWICETWICE Official Instagram: http://www.instagram.com/TWICETAGRAMTWICE Official Homepage: http://TWICE.jype.comTWICE Official Fan's: http://fans.jype.com/TWICEⓒ 2018 JYP Entertainment. All Rights Reserved,GB,2018-05-14,2018-04-09 08:59:51,2018-05-14,2018-04-09 08:59:51,34 days 15:00:09,34,831.0025,lento
JNkTNAknE4I,18.30.03,Romeo Santos - Sobredosis (Official Video) ft. Ozuna,RomeoSantosVEVO,10,2018-02-21T23:49:59.000Z,"Romeo Santos ft. Ozuna|""Romeo Santos ft. Ozuna Music""|""Romeo Santos ft. Ozuna Official Video""|""Romeo Santos ft. Ozuna Video""|""Romeo Santos ft. Ozuna Video Oficial""|""Romeo Santos ft. Ozuna Nuevo Video""|""Romeo Santos ft. Ozuna New Video""|""Sobredosis Official Video""|""Official Video""|""Sobredosis Single""|""Single""|""Romeo Santos ft. Ozuna New Single""|""Romeo Santos ft. Ozuna Single""|""Romeo Santos ft. Ozuna Sobredosis""|""Romeo Santos feat. Ozuna""|""Sobredosis""|""Sony""",94344388,322360,25183,7941,https://i.ytimg.com/vi/JNkTNAknE4I/default.jpg,False,False,False,Romeo Santos ft. Ozuna - Sobredosis (Official Music Video)\n“Sobredosis” is now available on these digital platforms!\niTunes: http://smarturl.it/sobredosisi\nSpotify: http://smarturl.it/sobredosiss\nApple Music: http://smarturl.it/sobredosisa\nGoogle Play: http://smarturl.it/sobredosisgp\nAmazon Music: http://smarturl.it/sobredosisam\n\nFollow Romeo Santos!\nFacebook: https://www.facebook.com/RomeoSantosO...\nInstagram: https://www.instagram.com/romeosantos\nTwitter: https://twitter.com/RomeoSantosPage\n\nFollow Ozuna!\nInstagram: https://www.instagram.com/ozunapr/\nFacebook: https://www.facebook.com/ozunapr\nTwitter: https://twitter.com/ozunapr\nOfficial music video by Romeo Santos ft. Ozuna performing Sobredosis. (C) 2018 Sony Music Entertainment US Latin LLC\n\nhttp://vevo.ly/pyfsjJ,GB,2018-03-30,2018-02-21 23:49:59,2018-03-30,2018-02-21 23:49:59,36 days 00:10:01,36,864.1669444444444,lento
xTlNMmZKwpA,18.14.06,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",Cardi B,10,2018-05-29T14:05:10.000Z,"Cardi B|""I Like It""|""Invasion of Privacy""|""Bad Bunny""|""J Balvin""|""Bronx""|""New York""|""Rap""|""Hip Hop""|""Bodak Yellow""|""Bartier Cardi""|""8zSRkr1nQNw""|""Cardi""|""Bardi""",94254507,1816753,102474,101077,https://i.ytimg.com/vi/xTlNMmZKwpA/default.jpg,False,False,False,"Cardi B, Bad Bunny & J Balvin - I Like It from Cardi B's Debut Album Invasion of Privacy available now!Stream/Download: https://CardiB.lnk.to/IOPAYINVASION OF PRIVACY merchandise available here: http://smarturl.it/BardiGangMerchYTFollow Cardi Bhttp://Facebook.com/IAmCardiBhttp://Instagram.com/IAmCardiBhttp://Twitter.com/IAmCardiBhttp://Soundcloud.com/IAmCardiBDirector - Eif RiveraExecutive Producer – Kareem JohnsonVideo Commissioner/VP Video Production – Emmanuelle Cuny-DiopAssociate Director, Video Administration – Lily F ThrallAssistant, Video Production – Trevor Joseph Newton",US,2018-06-14,2018-05-29 14:05:10,2018-06-14,2018-05-29 14:05:10,15 days 09:54:50,15,369.9138888888889,moderado
WtE011iVx1Q,18.05.05,"Sebastián Yatra - Por Perro ft. Luis Figueroa, Lary Over",SebastianYatraVEVO,10,2018-03-30T04:00:02.000Z,"Sebastián|""Yatra""|""Por""|""Perro""|""Andres""|""Saavedra""|""Latin""|""Pop""",92838957,518759,22739,19482,https://i.ytimg.com/vi/WtE011iVx1Q/default.jpg,False,False,False,"Music video by Sebastián Yatra performing Por Perro. © 2018 UMG Recordings, Inc.http://vevo.ly/mDLmVV",GB,2018-05-05,2018-03-30 04:00:02,2018-05-05,2018-03-30 04:00:02,35 days 19:59:58,35,859.9994444444444,lento
sD9_l3oDOag,18.23.02,Sebastián Yatra - No Hay Nadie Más,SebastianYatraVEVO,10,2018-01-26T05:00:01.000Z,"Sebastián|""Yatra""|""No""|""Hay""|""Nadie""|""Más""|""UMLE""|""Latino""|""Latin""|""Pop""",92771184,579534,13946,18573,https://i.ytimg.com/vi/sD9_l3oDOag/default.jpg,False,False,False,"Music video by Sebastián Yatra performing No Hay Nadie Más. (C) 2018 UMG Recordings, Inc.\n\nhttp://vevo.ly/uVKu9Z",GB,2018-02-23,2018-01-26 05:00:01,2018-02-23,2018-01-26 05:00:01,27 days 18:59:59,27,666.9997222222222,moderado
VTzD0jNdrmo,18.18.03,Rkm & Ken-Y ❌ Natti Natasha - Tonta [Official Video],Pina Records,10,2018-02-09T14:06:54.000Z,"Tonta|""Natti Natasha""|""rkm y ken y""|""pina records""|""Rkm & Ken-y ❌ Natti Natasha""|""Tonta [Official Video]""|""Amantes De Una Noche""|""Natti Natasha x Ozuna""|""Natti Natasha x Bad Bunny""|""Criminal""|""tonta natti natasha""|""tonta video""|""tonta natti natasha video""|""tonta rkm y ken y""|""rkm""|""ken y""|""natti""|""natasha""|""rkm y ken y tonta""|""natti natasha tonta""|""ken y tonta""|""rkm tonta""|""rakim tonta""|""rakim y natti""|""tonta natti""|""natti ozuna""|""official""|""video""|""Rkm & Ken-Y ❌ Natti Natasha - Tonta [Official Video]""",90788918,518612,37336,16793,https://i.ytimg.com/vi/VTzD0jNdrmo/default.jpg,False,False,False,"Rkm & Ken-Y ❌ Natti Natasha - Tonta [Official Video]\n\nRecuerda suscribirte :http://www.youtube.com/PinaRecordsVideos\nDescarga esta cancion en iTunes: http://bit.ly/iTunesTonta\nDescarga esta cancion en Spotify: https://sml.lnk.to/Tonta\n\nOtros exito de Natti Natasha : \nCriminal ft. Ozuna : https://youtu.be/VqEbCxg2bNI\nAmantes De Una Noche ft. Bad Bunny : https://youtu.be/FVRPzwb1Vi4\n\nFollow RKM & Ken-Y \nhttps://www.instagram.com/rkmykeny\nhttps://www.facebook.com/rkmykeny\n\nFollow Natti Natasha\nhttps://www.instagram.com/nattinatasha/\nhttps://www.facebook.com/NattiNatashaOfficial\n\nFollow Pina Records: \nhttp://bit.ly/PinaRecordsFacebook\nhttp://bit.ly/TwitterPinaRecords\nhttp://bit.ly/InstagramPinaRecords\n\nBooking/Contrataciones\nE-mail: booking@pinarecords.net\nTeléfono: (787) 743 1100\n\nLetra:\n\nAquel momento inolvidable cuando hacíamos el amor (RKM y Ken-Y) \nCuando al oído me decías que todo era perfecto (Natti Nat) \nAhora solo dices que lo nuestro término (Pina Records) \nY a lo vivido ahora le encuentras mil defectos \n\nYo ya no extraño tus besos (Yo ya no extraño tus besos) \nYo ya no extraño tu cuerpo (Yo ya no extraño tu cuerpo) \nY aquellas noches de sexo murieron en el colchón \n\nY que no extrañas mis besos (Y que no extrañas mis besos) \nAhora no extrañas mi cuerpo (Ahora no extrañas mi cuerpo) \nY aquellas noches de sexo murieron en el colchón (Eliel) \nQue tanto tú que te engañas \nSi yo ya no siento nada \nTodo quedo en el olvido \nYa nadie de ti me habla \nY tanto tú que te engañas \nSi a ti nadie te cree nada \nSi tú eres loco conmigo \nYo sé que aún no ha nacido, otra como yo \n\nTonta \nNo te hagas la tonta (Tonta) \nTonta \nNo te hagas la tonta (Tonta) \n\nTonto \nNo te hagas el tonto (Tonto) \nTonto \nNo te hagas el tonto \n\nQue tonto yo \nQue con mentiras quise engañarme \nAunque descubrí todas tus partes \nDime por qué tú \nQuieres restregarme \n\nQue todo este tiempo fuiste mi mejor amante \nJuro que miento \nCuando digo que no te pienso \nMe disfrutaba la aventura \nY se ha quedado en la basura \n\nPero juro que miento \nCuando digo que no te pienso \nMe disfrutaba la aventura \nY se ha quedado en la basura \nQue tanto tú que te engañas \nSi yo ya no siento nada \nTodo quedo en el olvido \nYa nadie de ti me habla \nY tanto tú que te engañas \nSi a ti nadie te cree nada \nSi tú eres loco conmigo Yo sé que aún no ha nacido otra como yo \n\nTonta \nNo te hagas la tonta (Tonta) \nTonta \nNo te hagas la tonta (Tonta) \n\nTonto \nNo te hagas el tonto (Tonto) \nTonto \nNo te hagas el tonto \n\nSi quieres irte papi por mí vete \nYo haré lo mismo así que no regreses \nCuando veas que otro disfruta conmigo \nDe todo lo que por tonto hoy te pierdes (x2) \n\nY miento \nCuando digo que no te pienso \nMe disfrutaba la aventura \nY lo he quedado en la basura \n\nQue tonto bebé \nAquel momento inolvidable cuando hacíamos el amor \nCuando al oído me decías que todo era perfecto \nAhora solo dices que lo nuestro término \nY a lo vivido ahora le encuentras mil defectos \n\nTonta \nNo te hagas la tonta (Tonta) \nTonta \nNo te hagas la tonta (Tonta) \n\nTonto \nNo te hagas el tonto (Tonto) \nTonto \nNo te hagas el tonto",GB,2018-03-18,2018-02-09 14:06:54,2018-03-18,2018-02-09 14:06:54,36 days 09:53:06,36,873.885,lento
LsoLEjrDogU,18.18.01,Bruno Mars - Finesse (Remix) [Feat. Cardi B] [Official Video],Bruno Mars,10,2018-01-04T04:49:43.000Z,"Bruno Mars|""Finesse""|""Cardi B""|""Finesse Remix""|""Bruno""|""Mars""|""Cardi""|""official video""|""Pop""|""Hip hop""|""R&B""|""Atlantic Records""|""Atlantic""|""In Living Color""",90598955,2248693,93089,151099,https://i.ytimg.com/vi/LsoLEjrDogU/default.jpg,False,False,False,Finesse (Remix) Feat. Cardi B Available Now: https://Atlantic.lnk.to/FinesseRemixID\n\nDirected by Bruno Mars\nCo-Directed by Florent Dechard\nChoreography: Phil Tayag and Bruno Mars \nCreative Consultant: Phil Tayag\n\nDownload or stream 24k Magic: https://Atlantic.lnk.to/24K_MagicID\n\nSee Bruno on the ‘24K Magic World Tour’! Tickets on sale now. Visit http://brunomars.com for dates \n\nPick up the 24K Magic World Tour Collection in Bruno’s Official Webstore: https://brunom.rs/brunomarsstore\n\nConnect with Bruno:\nhttp://www.brunomars.com\nhttp://www.instagram.com/brunomars\nhttp://www.twitter.com/brunomars\nhttp://www.facebook.com/brunomars,GB,2018-01-18,2018-01-04 04:49:43,2018-01-18,2018-01-04 04:49:43,13 days 19:10:17,13,331.1713888888889,moderado
gu9_m0vm7fM,18.06.02,Enrique Iglesias - EL BAÑO ft. Bad Bunny,EnriqueIglesiasVEVO,10,2018-01-12T08:00:02.000Z,"Enrique Iglesias feat. Bad Bunny Music|""Enrique Iglesias feat. Bad Bunny Official Video""|""Enrique Iglesias feat. Bad Bunny Video""|""Enrique Iglesias feat. Bad Bunny Video Oficial""|""Enrique Iglesias feat. Bad Bunny Nuevo Video""|""Enrique Iglesias feat. Bad Bunny New Video""|""El Baño Official Video""|""El Bano Official Video""|""El Baño Single""|""El Bano Single""|""Enrique Iglesias feat. Bad Bunny New Single""|""Enrique Iglesias feat. Bad Bunny Single""|""Eric Roberts""",90111676,980263,113549,65517,https://i.ytimg.com/vi/gu9_m0vm7fM/default.jpg,False,False,False,"LISTEN & DOWNLOAD:\n \nSpotify - http://smarturl.it/ElBanoS\nApple -  http://smarturl.it/ElBanoA\niTunes - http://smarturl.it/ElBano\nAmazon - http://smarturl.it/ElBanoAm\nGoogle Play - http://smarturl.it/ElBanoGP\nPandora  - https://www.pandora.com/artist/enrique-iglesias/AR4ZqndlmVhdVh9\nDeezer - https://www.deezer.com/es/artist/2792\n \n \nFOLLOW ENRIQUE:\n \nInstagram: http://www.instagram.com/enriqueiglesias\nFacebook: http://www.facebook.com/enriqueiglesias\nTwitter: http://www.twitter.com/enriqueiglesias\nSnapchat: enrique\nWeb: http://www.enriqueiglesias.com\n \n \nLYRICS: \n \nCuando yo te vi\nA mi se me paró\nEl corazón\nMe dejó de latir\n \nQuiero que estemos solos\nPor ti me descontrolo\nDiscúlpame mi amor\nPor esta invitación\n \nVámonos pa’l baño\nQue nadie nos está viendo\nSi no me conoces\nNos vamos conociendo\nSe que suena loco\nPero me gusta tanto\nEstar un día más así yo no lo aguanto\n \nVamonos a la luna\nVamonos pa’l cine\nVamos a dar un beso\nQue nunca se termine\nSi quiere algo serio\nHay que ver mañana\nSi somos novios o somos panas\n \nOh…\nSi somos novios o somos panas\nTranquila hay que ver mañana\n \nSi te vuelvo a ver\nSe me vuelve a parar\nLa respiración\nPor verte bailar\n \nSi tú sabes que te gusto\nPorque te haces la loca\nCuando yo te miro\nTe muerdes la boca\nYo solo quiero verte\nBailando sin ropa\nEn la misma cama\nEn la misma nota\n \nOh…\nSi somos novios o somos panas\nTranquila hay que ver mañana\nOh…\nSi somo novios o somos nada\nTranquila hay que ver mañana\n \nYeah yeah yeah yeah\nVacila que la vida va veloz\nIgual que tu ex\nQue era medio precoz\nContigo siempre echo más de dos\nTe calientas sola sin ponerte en defrost yeah\n \nTranquila poco a poco me conoce\nPor ahora quiero verte en todas las poses\nSi me dejas te lo hago hasta dentro del closet\nYa tú estás caliente \nY todavía no son las doce yeah\n \nVacila que la vida es solo una\nA mí se me para el corazón\nA ti se te hace una laguna\nMe llamas después de la una\nSanta de día, diabla cuando cae la luna yeah",GB,2018-02-06,2018-01-12 08:00:02,2018-02-06,2018-01-12 08:00:02,24 days 15:59:58,24,591.9994444444444,moderado
-BQJo3vK8O8,18.25.03,Maluma - El Préstamo (Official Video),MalumaVEVO,10,2018-03-09T11:00:01.000Z,"Maluma Music|""Maluma Official Video""|""Maluma Video""|""Maluma Video Oficial""|""Maluma Nuevo Video""|""Maluma New Video""|""El Prestamo""|""El Prestamo Official Video""|""El Prestamo Official Remix Video""|""El Prestamo Single""|""Maluma New Single""|""Maluma Single""|""Maluma Song""|""El Prestamo new song""|""El Prestamo nueva canción""|""Maluma nueva cancion""|""Maluma sencillo""|""Maluma nuevo sencillo""|""Maluma El Prestamo""|""Maluma F.A.M.E""|""Maluma F.A.M.EF.A.M.E""|""El Prestamo BTS""|""El""|""the""",87264467,815369,71494,35945,https://i.ytimg.com/vi/-BQJo3vK8O8/default.jpg,False,False,False,Maluma - El Prestamo (Official Music Video)\nEl Prestamo is available on the digital platforms!\niTunes: http://smarturl.it/ElPrestamo \nSpotify: http://smarturl.it/ElPrestamoS \nApple Music: http://smarturl.it/ElPrestamoA \nAmazon Music: http://smarturl.it/ElPrestamoAm \nGoogle Play: http://smarturl.it/ElPrestamoGP \nChoose Your Platform!: https://SML.lnk.to/ElPrestamo\n\nFollow Maluma!\nOfficial site: http://www.malumamusik.com\nFacebook: http://www.facebook.com/MALUMAMUSIK\nTwitter: http://www.twitter.com/maluma\nInstagram: http://www.instagram.com/maluma\nYouTube: http://www.youtube.com/user/MalumaVEVO\nOfficial music video by Maluma performing El Prestamo (C) 2018 Sony Music Entertainment US Latin LLC,US,2018-03-25,2018-03-09 11:00:01,2018-03-25,2018-03-09 11:00:01,15 days 12:59:59,15,372.9997222222222,moderado
dfnCAmr569k,18.06.02,"Taylor Swift - End Game ft. Ed Sheeran, Future",TaylorSwiftVEVO,10,2018-01-12T05:00:01.000Z,"Taylor|""Swift""|""End""|""Game""|""Big""|""Machine""|""Pop""",87043012,2153475,125686,161972,https://i.ytimg.com/vi/dfnCAmr569k/default.jpg,False,False,False,"Music video by Taylor Swift performing End Game. (C) 2018 Big Machine Label Group, LLC\n\nhttp://vevo.ly/YQbdEJ",GB,2018-02-06,2018-01-12 05:00:01,2018-02-06,2018-01-12 05:00:01,24 days 18:59:59,24,594.9997222222222,moderado
iWZmdoY1aTE,18.02.06,Ed Sheeran - Happier (Official Video),Ed Sheeran,10,2018-04-27T08:40:14.000Z,"edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""|""ed sheeran happier""|""edsheeran happier""",82158039,1494346,37963,70756,https://i.ytimg.com/vi/iWZmdoY1aTE/default.jpg,False,False,False,÷. Out Now: https://atlanti.cr/yt-albumSubscribe to Ed's channel: http://bit.ly/SubscribeToEdSheeranFollow Ed on...Facebook: http://www.facebook.com/EdSheeranMusicTwitter: http://twitter.com/edsheeranInstagram: http://instagram.com/teddysphotosOfficial Website: http://edsheeran.com,GB,2018-06-02,2018-04-27 08:40:14,2018-06-02,2018-04-27 08:40:14,35 days 15:19:46,35,855.3294444444444,lento
aJOTlE1K90k,18.11.06,Maroon 5 - Girls Like You ft. Cardi B,Maroon5VEVO,10,2018-05-31T04:00:00.000Z,"Maroon|""Girls""|""Like""|""You""|""Interscope""|""Records*""|""Pop""",82032462,2677256,48906,150549,https://i.ytimg.com/vi/aJOTlE1K90k/default.jpg,False,False,False,"Girls Like You” is out now.http://smarturl.it/GLY For more, visit: https://www.facebook.com/maroon5 https://twitter.com/maroon5 https://www.instagram.com/maroon5 Sign up for updates: http://smarturl.it/Maroon5.NewsMusic video by Maroon 5 performing Girls Like You. © 2018 Interscope Recordshttp://vevo.ly/51VylS",GB,2018-06-11,2018-05-31 04:00:00,2018-06-11,2018-05-31 04:00:00,10 days 20:00:00,10,260.0,moderado
36tggrpRoTI,18.30.05,Shawn Mendes - In My Blood,ShawnMendesVEVO,10,2018-04-24T16:00:01.000Z,"Shawn|""Mendes""|""In""|""My""|""Blood""|""Island""|""Records""|""Pop""",77400236,1548451,22106,76066,https://i.ytimg.com/vi/36tggrpRoTI/default.jpg,False,False,False,"Pre-order Shawn Mendes: The Album here now: https://IslandRecs.lnk.to/ShawnMendesApple Music: https://islandrecs.lnk.to/InMyBloodDL/applemusicSpotify: https://islandrecs.lnk.to/InMyBloodDL/spotifyiTunes: https://islandrecs.lnk.to/InMyBloodDL/itunesAmazon: https://islandrecs.lnk.to/InMyBloodDL/amazonmp3Google Play: https://islandrecs.lnk.to/InMyBloodDL/google-playTidal: https://islandrecs.lnk.to/InMyBloodDL/tidalFollow Shawn Mendes here:Twitter: https://twitter.com/shawnmendesInstagram: https://www.instagram.com/shawnmendesFacebook: https://www.facebook.com/ShawnMendesOfficialMusic video by Shawn Mendes performing In My Blood. © 2018 Island Records, a division of UMG Recordings, Inc.http://vevo.ly/8VIDav",GB,2018-05-30,2018-04-24 16:00:01,2018-05-30,2018-04-24 16:00:01,35 days 07:59:59,35,847.9997222222222,lento
817P8W8-mGE,17.15.12,Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio],Ed Sheeran,10,2017-12-01T00:54:56.000Z,"edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""|""beyonce""|""beyonce live""",76816483,1221200,39201,51421,https://i.ytimg.com/vi/817P8W8-mGE/default.jpg,False,False,False,Listen to this version: https://ad.gt/duetyt\n÷. Out Now: https://atlanti.cr/yt-album\nSubscribe to Ed's channel: http://bit.ly/SubscribeToEdSheeran\n\nFollow Ed on...\nFacebook: http://www.facebook.com/EdSheeranMusic\nTwitter: http://twitter.com/edsheeran\nInstagram: http://instagram.com/teddysphotos\nOfficial Website: http://edsheeran.com,GB,2017-12-15,2017-12-01 00:54:56,2017-12-15,2017-12-01 00:54:56,13 days 23:05:04,13,335.08444444444444,moderado
z5WrgDzNIZ0,18.17.05,6IX9INE Gotti (WSHH Exclusive - Official Music Video),WORLDSTARHIPHOP,10,2018-04-15T18:58:59.000Z,"world star hip hop|""worldstarhiphop""|""worldstar""|""world star""|""worldstar youtube""|""youtube worldstar""|""worldstarhiphop youtube""|""youtube worldstarhiphop""|""worldstarhiphop channel""|""wshh""|""hip hop""|""rap""|""music""|""music video""|""exclusive""|""WSHH exclusive""|""6IX9INE""|""Gotti""|""6IX9INE Gotti""|""Worldstar""|""Official Music Video""|""6IX9INE Music""|""6IX9INE 2018""|""Day 69""|""6IX9INE Day 69""|""Tekashi69""|""Tekashi69 Gotti""|""Gotti music video""|""Gotti video""|""6IX9INE music video""|""6IX9INE Gotti video""|""6IX9INE Gotti music video""",76687716,1059582,119267,141358,https://i.ytimg.com/vi/z5WrgDzNIZ0/default.jpg,False,False,False,"Watch the official music video for Gotti by 6IX9INE.Listen to 6ix9ine’s debut mixtape, Day69: https://6ix9ine.lnk.to/DAY69Follow 6ix9inehttps://www.instagram.com/6ix9ine_/Filmed & Edited by TrifeDrew & Cole Bennetthttps://www.instagram.com/trifedrew/https://www.instagram.com/_colebennett_/Mixed and mastered by Wizard Lee https://www.instagram.com/feet1stmusic/http://fckthem.comSUBSCRIBE for more: http://bit.ly/subWSHH More WorldstarHipHop: http://worldstarhiphop.com https://twitter.com/worldstarhttps://facebook.com/worldstarhiphophttp://instagram.com/worldstar Shop WorldStar:http://shop.worldstarhiphop.comWorldstarHipHop is home to everything entertainment & hip hop. The #1 urban outlet responsible for breaking the latest premiere music videos, exclusive artist content, entertainment stories, celebrity rumors, sports highlights, interviews, comedy skits, rap freestyles, crazy fights, eye candy models, the best viral videos & more.Since 2005, WorldstarHipHop has worked with some of our generation's most groundbreaking artists, athletes & musicians - all who have helped continue to define our unique identity and attitude.We plan on continuing to work with only the best, so keep an eye out for all the exciting new projects / collaborations we plan on dropping in the very near future.",GB,2018-05-17,2018-04-15 18:58:59,2018-05-17,2018-04-15 18:58:59,31 days 05:01:01,31,749.0169444444444,lento
zkG4Xpz6t68,18.24.02,Shakira - Trap (Official Video) ft. Maluma,shakiraVEVO,10,2018-01-26T14:00:05.000Z,"Shakira ft. Maluma|""Shakira ft. Maluma Music""|""Shakira ft. Maluma Official Video""|""Shakira ft. Maluma Video""|""Shakira ft. Maluma Video Oficial""|""Trap Official Video""|""Official Video""|""Trap Single""|""Single""|""Shakira ft. Maluma New Single""|""Shakira ft. Maluma Single""|""Shakira ft. Maluma Song""|""Trap new song""|""Trap nueva canción""|""Shakira ft. Maluma nuevo sencillo""|""Shakira ft. Maluma Trap""|""Latin Pop""|""Shakira feat. Maluma""|""Sony Music Latin""|""Trap""",76024264,862536,155954,93053,https://i.ytimg.com/vi/zkG4Xpz6t68/default.jpg,False,False,False,Shakira feat. Maluma - Trap (Official Music Video)\nEl Dorado is available now!\niTunes: http://smarturl.it/ElDoradoi\nApple Music: http://smarturl.it/ElDoradoAp\nSpotify: http://smarturl.it/ElDoradoS\nAmazon: http://smarturl.it/ElDoradoA\nGoogle Play: http://smarturl.it/ElDoradoG\nD2C: http://smarturl.it/ElDoradoP\n\nFollow Shakira!\nOfficial site: http://www.shakira.com\nFacebook: http://www.facebook.com/shakira\nTwitter: http://www.twitter.com/shakira\nInstagram: http://www.instagram.com/shakira\n\nFollow Maluma!\nOfficial site: http://www.malumamusik.com\nFacebook: http://www.facebook.com/MALUMAMUSIK\nTwitter: http://www.twitter.com/maluma\nInstagram: http://www.instagram.com/malumaoficial\nYouTube: http://www.youtube.com/user/MalumaVEVO\nOfficial music video by Shakira feat. Maluma performing Trap. (C) 2018 Sony Music Entertainment US Latin LLC,GB,2018-02-24,2018-01-26 14:00:05,2018-02-24,2018-01-26 14:00:05,28 days 09:59:55,28,681.9986111111111,moderado
Mgfe5tIwOj0,18.06.02,Dua Lipa - IDGAF (Official Music Video),Dua Lipa,10,2018-01-12T12:00:07.000Z,"dua lipa|""idgaf""|""dl1""|""I don't give a fuck""|""dua idgaf""|""dua lipa official""|""dua new video""|""dua lipa video""|""dua leepa""|""warner bros records""|""warner Bros""|""so i cut you off""|""dua lipa i dont give a fuck""|""Pop""|""Dance""|""2018""|""Debut Album""|""I Don't Give A F""|""Dueling Duas""|""Dueling Lipas""|""Double Dua""|""Double Lipa""|""Dueling Dua Lipas""|""Double Dua Lipas""|""BQ0mxQXmLsk""",75532895,1684437,50122,67130,https://i.ytimg.com/vi/Mgfe5tIwOj0/default.jpg,False,False,False,Dua Lipa - IDGAF: https://wbr.ec/idgaf\n\nArtistic direction: Henry Scholfield & Mosaert (Paul Van Haver aka Stromae and Luc Junior Tam)\nDirector: Henry Scholfield\n\nMY DEBUT ALBUM #DL1 IS OUT NOW!!! A massive thank you to everyone buying and streaming it 🌹🌹🌹 THANK YOU MY LOVES 🚀💖 https://wbr.ec/dualipa-album\n\nFollow me online:\nhttps://wbr.ec/website_dualipa\nhttps://wbr.ec/facebook_dualipa\nhttps://wbr.ec/twitter_dualipa\nhttps://wbr.ec/instagram_dualipa,GB,2018-02-06,2018-01-12 12:00:07,2018-02-06,2018-01-12 12:00:07,24 days 11:59:53,24,587.9980555555555,moderado
